t,wx,wy,wz
1.1300000000000001,-0.008769205069808137,0.3359676223953262,-0.5047768724322896
1.1400000000000001,-0.00950003310148297,0.29138915603541765,-0.17397695223937326
1.1500000000000001,-0.010244012382131072,0.631138545092087,0.7780495641396887
1.16,-0.011001080853670388,0.19556620724141788,0.11554987966133551
1.17,-0.01177096374939135,0.8743525534962259,-0.009785142755024068
1.18,-0.012553580752193632,0.5889646050288713,0.8430832546597159
1.19,-0.013348769642019356,0.9235550053898693,0.8493292669154776
1.2,-0.014156318390907986,-0.17782206338362688,0.613436060738117
1.21,-0.014976054953924565,0.5283611038427461,0.4746135944700814
1.22,-0.015807867217945797,0.17099342057521694,0.8525716841996538
1.23,-0.016651281911162157,0.33751931814422637,-0.5438290957516014
1.24,-0.017506209702390356,0.12680460171799662,0.8916505894937361
1.25,-0.018372405361521293,0.05375143364232454,0.6875632723481283
1.26,-0.0192496500608329,0.5163445784740104,0.9596481070866989
1.27,-0.020137639006963512,0.2575411897530881,0.47628274826004396
1.28,-0.021036027802316826,0.4853724018914309,0.3715714332561607
1.29,-0.021944605421569285,0.3648202680490685,1.4693188236438122
1.3,-0.022863003001011736,0.6606488742083277,0.25853357909290076
1.31,-0.0237909193913187,0.8083995422872878,-0.2982281926056509
1.32,-0.024728031357943818,0.24855742359685143,0.8526727038077668
1.33,-0.025673915665662236,0.3103224743433293,0.1767669760641029
1.34,-0.02662822927535974,0.7183794246268945,0.5036736516295495
1.35,-0.027590534176401286,0.4135331324160891,-0.7096911521997249
1.36,-0.028560429373146862,0.8049931896769792,1.9757030566815579
1.37,-0.02953746752922152,0.6309669722429267,0.9292455564827462
1.3800000000000001,-0.030521194615071252,0.39398312473141456,1.4287196570620853
1.3900000000000001,-0.031511114882075975,0.7531808783101914,0.37882460801496953
1.4000000000000001,-0.03250674747913555,0.5328578146352378,0.45773855008827913
1.41,-0.03350758219210602,0.5413404868976951,0.3016696132282797
1.42,-0.03451304857531844,0.14595498309105132,-0.772456545259391
1.43,-0.03552261174841743,-0.19547507140031686,0.20403005035307625
1.44,-0.03653568588570347,0.023110212909867568,1.1793613685888507
1.45,-0.03755166698811316,0.30605422364785956,-0.07701328052169798
1.46,-0.03856992195069206,0.38677660037939027,0.40796974383513673
1.47,-0.03958979771256225,0.2242998761993679,0.8166571461504262
1.48,-0.04061066803054133,-0.07367725621288983,1.1295701918825278
1.49,-0.04163185311553282,1.1173903741611466,0.12915724931315753
1.5,-0.042652651651903364,-0.039420195036028595,0.3684996192188471
1.51,-0.043672299209837465,0.5268235500848808,1.257962555894424
1.52,-0.04469004373832204,0.6287509437791863,-0.8460342395902616
1.53,-0.045705152213437836,-0.09508654340690492,0.3753182891234313
1.54,-0.046716801816663836,0.6028042535221642,0.005206866236494911
1.55,-0.04772418194721561,0.7805377075968883,0.483149451020757
1.56,-0.048726510219359295,0.08482911629020944,0.9804111470842667
1.57,-0.049722893140164814,-0.23966116404519,0.5783724769596299
1.58,-0.05071243465838713,0.19587774827144305,1.647140038954018
1.59,-0.051694280609441486,0.24615725240018316,0.2536209432232169
1.6,-0.05266745192026148,-0.28861769074099464,-0.14770842289140373
1.61,-0.05363118407138048,0.0008525101247535034,0.6282908384917402
1.62,-0.05458453443839643,0.05934453634761272,1.3389059904034415
1.6300000000000001,-0.05552631982617459,0.6830953962067575,-0.1956510861962566
1.6400000000000001,-0.05645578382203477,0.46117960998679247,1.0855667806484788
1.6500000000000001,-0.057371955516737114,0.45615783121958303,0.8522922171818741
1.6600000000000001,-0.05827371542325024,-0.0952238980745371,0.21693030030505117
1.67,-0.059160032543224716,-0.08957775183379271,0.060410825691526615
1.68,-0.06003003290539191,0.3602905945687148,0.11485040993296325
1.69,-0.06088268718961688,0.35301458373737804,0.3791620724671034
1.7,-0.06171678645435525,-0.11391873974422287,0.09244392960092973
1.71,-0.06253146531004766,0.580060116221101,1.2526891053282467
1.72,-0.06332566825997235,0.42321948692357375,1.2537077023373526
1.73,-0.06409805606531234,0.3940160289763609,0.11184888534774289
1.74,-0.06484784187797293,0.5965202383573976,0.4266575403587591
1.75,-0.06557372196516224,0.2580561211528291,-0.17093695988643845
1.76,-0.06627489437952651,0.47254278208435396,-0.14086975448367015
1.77,-0.06695012500782109,0.051491604825628035,0.2810948755990167
1.78,-0.06759827041087639,0.628688684870987,-0.025055174549405784
1.79,-0.06821816769176749,0.7297991438423691,0.5589651152335726
1.8,-0.06880892809094087,0.5409654499610969,0.046524484891844714
1.81,-0.06936958081563187,0.21629497639684342,-0.08531763775195458
1.82,-0.06989902787970091,0.2778267778678269,-0.3919396801906677
1.83,-0.07039608506138223,0.3890205922273716,0.2818397593669089
1.84,-0.07085934312876722,0.1213710297514068,0.5035492414349889
1.85,-0.07128814678376838,0.6812787521389505,0.6343279946075322
1.86,-0.07168148313563943,0.27836704921971,0.33282513243135936
1.87,-0.07203843181505268,0.8165636294961104,0.869889684235607
1.8800000000000001,-0.07235786561331076,0.34937578451579354,0.25845832535300806
1.8900000000000001,-0.07263837553289453,0.5883896274602716,-0.18709397802610442
1.9000000000000001,-0.07287956881233382,0.6197790056983876,-0.06953386436508716
1.9100000000000001,-0.0730804056201283,0.467615982804023,0.7066511558216529
1.92,-0.07323981982596502,0.10849992797141629,0.9413470900062539
1.93,-0.07335696508722533,0.044955244626438434,0.4495938809777413
1.94,-0.0734309928842946,0.34633946715629876,0.21340967026379967
1.95,-0.07346098693628929,0.5976187580523653,0.6029694843931428
1.96,-0.0734460210298733,0.26049943796363095,-0.37541054188600365
1.97,-0.07338556470827012,0.557222419997376,0.8242442764614321
1.98,-0.07327893890236217,0.6403701692279825,-0.2312975702435424
1.99,-0.07312516206790577,-0.2845804477682797,0.9496553548896147
2.0,-0.07292369755918604,0.46027441085254056,-0.14254905552124456
2.0100000000000002,-0.07267404183360204,1.0316718726049086,0.011164329309331906
2.02,-0.07237536071713598,0.14283657591372803,0.2491069171746235
2.0300000000000002,-0.07202738297484251,0.6048595252381455,1.147391549568165
2.04,-0.07162931403132998,0.5081798847374666,1.9133407037212333
2.05,-0.07118094288243844,0.31278429682578573,-0.3228208368580049
2.06,-0.0706820693791984,0.7069658615201081,-0.58307874100777
2.07,-0.07013211411217933,0.0272979681146082,0.7967212346874746
2.08,-0.06953062294317838,0.5046247609984774,0.19161882116653567
2.09,-0.06887727488119974,0.5893467027690582,0.9999394400552263
2.1,-0.06817289487909134,-0.06152593790183786,0.05138733151548076
2.11,-0.06741641040352289,0.31275750088373777,-0.03746651130752053
2.12,-0.06660829779605008,0.16216906454604949,0.4962054567110423
2.13,-0.06574879129043432,-0.00043095769545357585,-0.9001973502770636
2.14,-0.06483758361842647,0.2516625086713714,0.4929895351338601
2.15,-0.06387509516163967,0.09233384416676718,0.3900785594712154
2.16,-0.06286137523896027,0.5227622017784295,1.362125619662564
2.17,-0.06179686459007954,0.5521449317849565,1.4568005050122204
2.18,-0.060681896331095386,0.2260869902152117,1.0277454194121318
2.19,-0.05951695122343032,0.14539065877517207,0.3646618173938127
2.2,-0.05830255330992494,0.2525488016310641,-0.3293678299708526
2.21,-0.057039507940949724,0.09665557266274634,0.8779676098779138
2.22,-0.05572823119768368,0.2338358976680692,0.8983620244433532
2.23,-0.0543697865713235,0.36191204129782867,0.7727682599224307
2.24,-0.052964937093575325,-0.08348390661530836,0.22535111687617423
2.25,-0.05151440386906089,-0.49370050765275303,0.9591580714541402
2.2600000000000002,-0.05001960824833865,0.2395107903355545,0.4506811087908089
2.27,-0.04848144700119725,0.4188110754374327,0.07426122848497917
2.2800000000000002,-0.0469011593846271,0.6111585408174253,1.057964376747711
2.29,-0.04528003348691363,-0.025552502268544955,0.1596983056873303
2.3000000000000003,-0.04361938332652544,0.3845917276840209,0.5260852638637492
2.31,-0.04192064014371588,-0.15648065321648727,0.6175318222358985
2.32,-0.04018529529877897,-0.8036798272294168,0.895936370266508
2.33,-0.0384149719422103,0.6829509432290258,0.42949716552270983
2.34,-0.036611412477152924,0.3131759489730235,1.2369430344637418
2.35,-0.03477633694858975,0.2168041866807001,0.5069409602274745
2.36,-0.03291158218913291,0.2716994063144638,0.5423804994743332
2.37,-0.031019049658166185,0.24253091877713068,0.5028765645124519
2.38,-0.029100738912619592,0.05608443111405027,0.8023357556528251
2.39,-0.027158739693816006,0.5894059721770835,0.620923575302667
2.4,-0.02519516686510252,-0.035021188985027395,0.3706890342375066
2.41,-0.023212244152693046,0.22629872531667014,1.4028035390694455
2.42,-0.021212232057520305,-0.019400433633785973,1.7531808342457016
2.43,-0.01919746864845564,0.3859580485004456,0.34499980597992047
2.44,-0.017170431787106897,0.2311479496855729,0.5045377151782243
2.45,-0.015133554320262827,0.11250988141094555,0.6471669273510489
2.46,-0.013089370596524617,0.6853862967393025,1.5248467170246651
2.47,-0.011040467407368105,0.3789054047584914,0.028335933391227384
2.48,-0.00898949154100782,0.12359682753566498,1.3602755080081952
2.49,-0.00693914218539407,0.02375787945382155,-0.23172894680837988
2.5,-0.004892152513645536,0.5830846906622138,1.2967564130370088
2.5100000000000002,-0.0028513062422526087,0.22163941724059635,0.332074844167488
2.52,-0.0008194251080168005,0.21671728954114444,1.0217649028671554
2.5300000000000002,0.0012006202363897746,0.2677947363640869,0.5909507948242793
2.54,0.0032059852128219907,0.38807643300599476,0.38907333611867856
2.5500000000000003,0.0051937488464252534,0.47277578990271657,0.03201235543944017
2.56,0.0071609833738299385,-0.5567814244303119,1.006987522008608
2.57,0.009104747346672888,-0.004904271355754856,0.10034425752278428
2.58,0.011022071951223329,0.4675872365807554,0.4614687550054061
2.59,0.012909930206265999,0.22895741372923184,0.7681660071775043
2.6,0.014765489319594967,0.6376644697906397,0.09888092114568373
2.61,0.016585753840107274,0.038822079007887596,0.1048314766525816
2.62,0.018367797590759873,0.7408759146450696,0.8108865673798803
2.63,0.020108667472035616,-0.14080331313035233,0.541506397152828
2.64,0.021805132434301096,0.32729122749520156,0.41167348077983823
2.65,0.023454934360763804,0.5876781889730437,0.2974729727492387
2.66,0.025054933758566517,0.026024256882594257,-0.2653766899966812
2.67,0.026602338055178004,0.8986603779467486,0.7934971527567991
2.68,0.028094189808879594,0.24696875823493786,0.09121051859527778
2.69,0.029528153685908193,0.36354936863469184,-0.051290131231915295
2.7,0.03090136703227098,0.3135426405188063,0.7814341084292267
2.71,0.032211360073511476,0.14101524742345503,0.8538180243240184
2.72,0.033455617276713555,0.8438291739886343,0.48980294779137207
2.73,0.0346316872218206,0.6699718949562725,0.17992473679265614
2.74,0.03573714252063699,0.06082873174001053,0.02749303714228306
2.75,0.036769727373462784,0.10829834193487806,0.9723452549893186
2.7600000000000002,0.037727570734813594,-0.014433283715088688,-0.03868125161945214
2.77,0.03860797675752985,0.508988738728152,0.3368852008288884
2.7800000000000002,0.039409972911768947,0.6155745523915941,0.7396081564249783
2.79,0.04013125132685695,0.4331969522627142,0.21861295864129765
2.8000000000000003,0.04076984617352561,0.16421725080864438,0.7583845910028192
2.81,0.041324732304726795,0.4487518483307717,0.14820340562650747
2.82,0.041794063293128896,0.6804025063155903,0.4559374981485432
2.83,0.042176957077497024,0.7103463212016496,0.6969144714044605
2.84,0.04247173335766049,0.1715040458947086,1.2972441198211748
2.85,0.04267777593101238,-0.17263151364765994,0.20686066195380215
2.86,0.04279447044973429,0.4166672638827827,0.36120542174695375
2.87,0.04282088253202686,0.48638160704391226,0.5388406132090854
2.88,0.04275650697302796,0.17100508872017645,-0.07519257824562132
2.89,0.04260087615946026,-0.09428969784639918,-0.04076363925936311
2.9,0.04235408532919736,-0.11840972873298063,0.39585532223958164
2.91,0.04201602876628909,-0.035913134182908965,-0.16513654350700224
2.92,0.04158690301577589,0.40522831254177716,0.8299259185081842
2.93,0.04106692110484084,0.43502241210659365,0.38205672571552063
2.94,0.040456729821597,0.8405396277792206,0.32892549360503165
2.95,0.03975742487975637,-0.16114127719984808,1.1502823855770123
2.96,0.03896970569047289,-0.037853919886473256,0.46066155345864296
2.97,0.038094713041773476,0.3853938224189144,1.0030856037637466
2.98,0.03713354316259499,-0.028064386177807377,0.36232820753344896
2.99,0.03608818315315154,-0.3070566128052891,0.8732401132780152
3.0,0.034959951483804506,0.10094586331432592,0.07136563544164864
3.0100000000000002,0.033751161173094325,-0.10211332059296749,0.4859527641518966
3.02,0.03246361632580702,0.4712491222533582,1.0521705892906694
3.0300000000000002,0.03109974588669948,0.5449831895936631,0.4691647826946691
3.04,0.02966187630351496,0.0721129386315443,-0.004414691077125558
3.0500000000000003,0.02815305249012136,0.3290551211501431,0.8911821700708475
3.06,0.02657592014758699,0.24505874254791704,0.0542153530180634
3.0700000000000003,0.02493353743240766,0.28137338625797864,0.24522478552066157
3.08,0.02322903717046953,0.7242437817691814,1.1734745629977745
3.09,0.021465956347843988,0.2392582197404603,0.5781065987155318
3.1,0.01964788295930753,0.3930907624626722,0.5320094228060849
3.11,0.01777839027611942,0.46006998681904804,0.10521938346616105
3.12,0.015861618868666185,0.5237687643385402,1.1508378815296747
3.13,0.01390147491473194,-0.21181921311600632,1.3568132576645466
3.14,0.01190214654223003,0.2508149199481335,0.34233431935909087
3.15,0.009867953505501726,0.3033331355584383,0.5349759300680796
3.16,0.007803344336166505,0.44801362453289983,0.7099767088542939
3.17,0.005712887637985138,0.9691907484280605,0.38055260957596204
3.18,0.003601257447573392,0.3845119647227079,0.4276441162052276
3.19,0.0014732314980294386,0.020297190560919786,0.13347914487591345
3.2,-0.0006663374038435782,0.6360927959233801,0.05394588265778538
3.21,-0.002812459940021657,0.010563719770281386,0.23645066499262252
3.22,-0.004960155118430432,0.7886665848194713,1.0099060489881757
3.23,-0.007104361296214566,0.3155925304390345,0.37146082659931645
3.24,-0.009239962772711923,-0.3355996271745877,1.5308757145632859
3.25,-0.011361795999634968,-0.19660966886817147,-0.5565681270796492
3.2600000000000002,-0.013464780963331159,0.39886413951555394,1.283276187417802
3.27,-0.01554375313585786,0.03560889085076909,1.2075670034720658
3.2800000000000002,-0.017593556100723485,0.8854198607068403,0.00908837561759846
3.29,-0.019609072079691717,0.2001191591528612,1.0350575484839037
3.3000000000000003,-0.021585217709370295,0.1550752952202141,0.40228799814430677
3.31,-0.023516961500876957,-0.29881698543592833,0.6821297010331993
3.3200000000000003,-0.025399345559589195,0.3756184010633617,-0.4312281736293456
3.33,-0.027227402014864233,0.2936292067155916,0.3937128541877024
3.34,-0.028996433482393322,0.11443473855316535,0.28670307605634704
3.35,-0.030701775215315318,0.15995519091052174,0.909116092620182
3.36,-0.03233887843596302,0.5249670831014374,0.9958812580872047
3.37,-0.033903275613987045,0.4131103932533679,0.4353735233530867
3.38,-0.035390618129083916,0.6008075495826257,0.6506104432172269
3.39,-0.03679685104211305,0.1082418310113526,0.5725780733760528
3.4,-0.03811839740160949,0.4954843660451175,0.3528897566116711
3.41,-0.03935130262086025,0.4148879663055829,-1.0396536574637185
3.42,-0.04049210616119135,-0.5211772518215476,0.19385640977814805
3.43,-0.04153752858141134,0.01426311351614961,0.8319394350784157
3.44,-0.04248421117119048,0.3043268269693815,0.38008012961508525
3.45,-0.04332989625965421,0.7627767929195589,0.4670539794589293
3.46,-0.04407183122193141,-0.21247465198714027,0.31102955884562283
3.47,-0.04470773888351848,0.15318296404313206,0.6724385118539423
3.48,-0.04523560245581804,0.5206122248171234,-0.036535248402278286
3.49,-0.04565327287647107,0.44150966389021495,-0.1429869509124284
3.5,-0.04596011007219254,0.11578534425817524,0.9451402776046378
3.5100000000000002,-0.046154921114558364,0.6930799169009458,1.2542675481465997
3.52,-0.04623584444200897,0.0038689693646012,0.5981967156272405
3.5300000000000002,-0.04620424803443161,0.5101684284918505,0.9776731517027084
3.54,-0.04605907754400845,0.39888878603079364,0.9172759979121193
3.5500000000000003,-0.045800574829595354,0.49205312309736876,0.7182766755162464
3.56,-0.04542915112974747,0.3575836689633687,1.0514680161302012
3.5700000000000003,-0.04494587177761579,0.452800431517008,1.0152515441869578
3.58,-0.04435182041971369,-0.1835670366464035,0.81109170240172
3.59,-0.04364876408095658,-0.17348283935230852,0.6838549464591944
3.6,-0.04283818419835714,0.3877680916843473,0.6452236476266333
3.61,-0.04192227820682898,0.36919204525261606,0.41045806612025304
3.62,-0.04090450637028306,0.34217292783636905,0.8438939267631844
3.63,-0.03978730282404337,0.9785907585271783,-0.13139506062663275
3.64,-0.038573812184036486,0.13526766028108358,1.051214399213083
3.65,-0.03726757402092519,0.038960638453074375,0.38353482506330644
3.66,-0.03587245273876508,0.6098369068013259,0.9171370384188035
3.67,-0.03439259369243718,0.2127433928289237,1.6061812456212121
3.68,-0.03283242053698652,0.060453709143607856,-0.9332421130548496
3.69,-0.031196749961937508,0.20576234144942376,0.6170525794960038
3.7,-0.029490488966587118,0.7692221788047394,-0.40109308149772327
3.71,-0.027718990247432178,0.38650260951796583,0.132379248271268
3.72,-0.025887707652214792,-0.07486327149333732,1.151017512439263
3.73,-0.024002376548101497,-0.14009216025303065,0.39531763450412394
3.74,-0.02206895103146474,0.12278038270944677,-0.38382993047717917
3.75,-0.02009353472613258,0.5710688966452054,0.4761708397890102
3.7600000000000002,-0.01808242273398269,0.23764401321927858,-0.32163644564408667
3.77,-0.016042030254815508,-0.039030132524977175,0.3736297190506107
3.7800000000000002,-0.013979007923679081,0.5710034475778973,0.5167572004464537
3.79,-0.011900015997202328,0.39404372664720494,-0.18050670066300678
3.8000000000000003,-0.009811826155743992,-0.1772514630208021,0.5224189285791254
3.81,-0.007721306237849806,0.9685206870990329,0.6787896189206986
3.8200000000000003,-0.005635341007608565,0.1761392627668961,-0.5203583660430462
3.83,-0.0035608518881790332,0.5219360286065721,1.1497641900607958
3.84,-0.0015047592875441372,0.19777548567100972,0.11046591615787504
3.85,0.0005260915192494414,0.41221507045097566,0.9347735953620597
3.86,0.002524854718598685,0.1613875627812129,0.07313774025582226
3.87,0.004484779170738745,0.1795073361025266,1.1927521269976047
3.88,0.006399187263995335,0.9196395987083146,0.3230789470525609
3.89,0.00826161023574773,-0.3239005724009658,1.8294257530829119
3.9,0.010065639963915124,-0.07323498245896948,0.672867906746025
3.91,0.011805133463223403,0.3437348084215656,0.4271466011404741
3.92,0.01347397188569364,-0.044407135116791854,0.7040557633976063
3.93,0.015066557695437991,0.3324692141587215,-0.05306492337145552
3.94,0.01657731564412065,0.21070012138960478,0.30106262026479724
3.95,0.018000999873399145,0.6331129182189885,0.847713185887359
3.96,0.01933262106934284,0.20441535263499078,0.6339848027276788
3.97,0.0205675568545262,0.2824214801918722,0.9968615804518919
3.98,0.021701510128956318,0.37999622453761084,0.021787153534730208
3.99,0.022730437060312556,-0.06424505286751148,1.0326712829715428
4.0,0.023650625272384013,-0.03713079432576347,0.5100362639222437
4.01,0.02445872490997246,0.8704808988756177,0.3009287497187715
4.0200000000000005,0.02515262573492607,0.03354124571927206,0.7963522703767825
4.03,0.025729987638554375,0.25475030501077783,1.1582958175592268
4.04,0.026188114581474835,0.20506833262284888,0.40599191769546017
4.05,0.026525137019367182,0.5509647103187001,0.68688761968923
4.0600000000000005,0.026741837398789756,0.04850417768123999,0.2949857482335604
4.07,0.026836152499697282,0.4961224999585569,0.7587741880239431
4.08,0.026808704698229168,0.14863527068180035,0.1492390570539993
4.09,0.026659613370205042,0.08697041189867269,-0.11247405482211059
4.1,0.026389596498994958,-0.04050701210187317,-0.32455306632450576
4.11,0.026000281953957906,0.9264076078721372,1.197809352769191
4.12,0.02549331821289247,-0.5083603305507662,1.2697598991805459
4.13,0.0248706645101725,0.7459396290568375,1.9570138430412
4.14,0.02413564356296856,0.7136904275768672,0.7167394638128936
4.15,0.023291068148218803,0.2741612899438892,0.7484549902583669
4.16,0.02234059253777833,0.4331207518836334,0.1749654839794011
4.17,0.02128815052512345,0.06546706598064159,0.5776020753360834
4.18,0.02013829035760099,0.16564143999585854,-0.4906354164412813
4.19,0.01889577336835621,0.2928291406444568,0.796758669783401
4.2,0.01756583819777107,0.7476175637171606,1.650633146237738
4.21,0.016154059989185274,-0.0989066268059254,1.5222662280626496
4.22,0.014666282317715395,-0.1556551368826628,0.7199458252989374
4.23,0.013108844809484495,0.4974402927348986,0.7385262639537085
4.24,0.011488287293154075,0.4797046402591894,0.2311607250788787
4.25,0.009811335176371607,0.22754837766455427,0.6552992597221864
4.26,0.008085041853711254,0.6437112622084541,0.37230175694372764
4.2700000000000005,0.0063166461074548345,0.391153384361268,0.9136909490706508
4.28,0.004513564913962551,0.42749342699036325,0.5922538738738498
4.29,0.0026833805781556084,0.08913261849079956,0.5680067080329813
4.3,0.0008337906891595992,0.3782254027003142,0.49436421686367565
4.3100000000000005,-0.0010274175689202612,0.13780757526947288,0.8845605328787102
4.32,-0.002892400983712906,0.622579677148477,-0.6341239294480501
4.33,-0.004753285918484122,-0.06131846037440199,1.0219544082213916
4.34,-0.006602231227851979,0.9999152030125109,0.3973191556816805
4.3500000000000005,-0.008431423695235732,-0.07740494120489874,-0.10322280254965077
4.36,-0.010233138298266237,0.1986076119756438,0.14995514158761014
4.37,-0.011999756452858334,-0.000372855635033773,0.1352306217124482
4.38,-0.013723731547027843,0.1473908296720229,1.9566545933013144
4.39,-0.015397932063231524,0.32073628424379,0.15937282705740347
4.4,-0.01701521585929636,0.26036143369116777,-0.04404242888127774
4.41,-0.018568726958250775,0.18655950963345852,1.2829697205967756
4.42,-0.02005193258273885,0.29369025775546503,1.2045564026660323
4.43,-0.02145854753912565,0.08448706251585004,0.2899070860356557
4.44,-0.02278279519894781,0.4335567252184728,0.8525296697410883
4.45,-0.024019070982724305,0.02859216645518408,1.1148010665344095
4.46,-0.025162227148121403,0.04842150442136697,0.44321663048759385
